Articolo Venduto,Date,Articolo - Listino,Colore,Taglia,Categoria,Genere,Posto,CASH,Sconto,Prezzo vendita,Costo acquisto + IVA,Netto,Margine %,Inventario
100g,"November 17, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,54,100G,Donna,Giussano,No,,55,34.65,20.35,1.575,
Piumino,"November 17, 2024",Piuma Lungo Cintura (https://www.notion.so/Piuma-Lungo-Cintura-138f56f3c32b800fbab0c6cd55062bf2?pvs=21),Bianco,S,100G,Donna,Giussano,No,,105,54.15,50.85,1.805,
Piumino,"November 17, 2024",Foce (https://www.notion.so/Foce-683e895e0b7d449d9ba1416125632587?pvs=21),Rosa,44,Piumino,Donna,Giussano,No,20,80,28.4,51.6,2.84,
Gilet,"November 17, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,XL,Gilet,Donna,Giussano,No,,25,15.75,9.25,1.575,
Eco Pelliccia,"November 17, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,40,Eco Fur,Donna,Giussano,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 17, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Marrone,XL,Eco Fur,Donna,Giussano,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 17, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Marrone,L,Eco Fur,Donna,Giussano,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 17, 2024",Eco Fur STK CF bott (https://www.notion.so/Eco-Fur-STK-CF-bott-141f56f3c32b809680b8f712b547e81d?pvs=21),Grigio,XL,Eco Fur,Donna,Giussano,No,,55,17.65,37.35,3.53,
Eco Pelliccia,"November 17, 2024",Eco Fur STK CF bott (https://www.notion.so/Eco-Fur-STK-CF-bott-141f56f3c32b809680b8f712b547e81d?pvs=21),Marrone,XS,Eco Fur,Donna,Giussano,No,,55,17.65,37.35,3.53,
Parka,"November 17, 2024",Parka Invernale (https://www.notion.so/Parka-Invernale-116f56f3c32b8043a303c837a7dc2b01?pvs=21),Verde,XL,Parka,Uomo,Giussano,No,,60,28.8,31.2,1.92,
Pelle Barone,"November 17, 2024",Pelle Elton Nappa (https://www.notion.so/Pelle-Elton-Nappa-138f56f3c32b8005893bc9949ebdfabc?pvs=21),Nero,M,Pelle,Uomo,Giussano,No,9,200,156,44,1.418181818182,
Pelle Barone,"November 17, 2024",Pelle Chiodo Bis (https://www.notion.so/Pelle-Chiodo-Bis-115f56f3c32b802b9669e3cd87cc7394?pvs=21),Nero,S,Pelle,Donna,Giussano,No,,199,142.77,56.23,1.471855670103,
Pelle Barone,"November 17, 2024",Pelle Massi (https://www.notion.so/Pelle-Massi-115f56f3c32b806f8034c1f1e39eba3b?pvs=21),Marrone,L,Pelle,Uomo,Giussano,No,29,220,160.6,59.4,1.46,
Pelle Barone,"November 17, 2024",Pelle Elton Colletto (https://www.notion.so/Pelle-Elton-Colletto-115f56f3c32b804c92a2e17de14a2f2a?pvs=21),Nero,L,Pelle,Uomo,Giussano,No,39,250,179.5,70.5,1.47131147541,
Neoprene,"November 17, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Verde,2XL,Neoprene,Donna,Giussano,No,,75,49.25,25.75,1.5390625,
Neoprene,"November 17, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Nero,S,Neoprene,Donna,Giussano,No,,75,49.25,25.75,1.5390625,
Neoprene,"November 17, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Nero,XL,Neoprene,Donna,Giussano,No,,75,49.25,25.75,1.5390625,
Neoprene,"November 17, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,M,Neoprene,Donna,Giussano,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 17, 2024",Neoprene Uomo (https://www.notion.so/Neoprene-Uomo-115f56f3c32b80919a35f862a4b4cf83?pvs=21),Verde,2XL,Neoprene,Uomo,Giussano,No,,65,42.95,22.05,1.533928571429,
Neoprene,"November 17, 2024",Neoprene Uomo (https://www.notion.so/Neoprene-Uomo-115f56f3c32b80919a35f862a4b4cf83?pvs=21),Verde,XL,Neoprene,Uomo,Giussano,No,,65,42.95,22.05,1.533928571429,
Neoprene,"November 17, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Nero,M,Neoprene,Donna,Giussano,No,,65,39.95,25.05,1.598,
Neoprene,"November 17, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Fragola,L,Neoprene,Donna,Giussano,No,,65,39.95,25.05,1.598,
Neoprene,"November 17, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Bianco,XL,Neoprene,Donna,Giussano,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 17, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Verde,S,Neoprene,Donna,Giussano,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 17, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Bianco,M,Neoprene,Donna,Giussano,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 17, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,L,Neoprene,Donna,Giussano,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 17, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,XL,Neoprene,Donna,Giussano,No,,85,51.55,33.45,1.6109375,
Neoprene,"November 17, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,S,Neoprene,Donna,Giussano,No,,85,51.55,33.45,1.6109375,
Neoprene,"November 17, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,49,Neoprene,Donna,Giussano,No,,85,51.55,33.45,1.6109375,
Neoprene,"November 17, 2024",Neoprene Lungo Middle (https://www.notion.so/Neoprene-Lungo-Middle-13af56f3c32b8031bf7df75d0583bfc2?pvs=21),Nero,3XL,Neoprene,Donna,Giussano,No,,75,47.25,27.75,1.575,
100g,"November 17, 2024",Fly Giacca (https://www.notion.so/Fly-Giacca-115f56f3c32b804297cfde9efb04945a?pvs=21),Nero,M,100G,Donna,Giussano,No,,45,29.35,15.65,1.544736842105,
100g,"November 17, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Giussano,No,,45,30.35,14.65,1.5175,
100g,"November 17, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Giussano,No,,45,30.35,14.65,1.5175,
100g,"November 17, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Giussano,No,,45,30.35,14.65,1.5175,
100g,"November 17, 2024",100g Anon (https://www.notion.so/100g-Anon-116f56f3c32b8026a92fce554570f39d?pvs=21),ANON,ANON,100G,Donna,Giussano,No,,45,30.35,14.65,1.5175,
100g,"November 15, 2024",Easy CS (https://www.notion.so/Easy-CS-115f56f3c32b806dbea2cdebb1d33477?pvs=21),Nero,2XL,100G,Donna,Colle Val D'Elsa,No,,35,23.05,11.95,1.536666666667,
100g,"November 15, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Blu,M,100G,Donna,Colle Val D'Elsa,No,,45,29.35,15.65,1.544736842105,
Eco Pelliccia,"November 15, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,2XL,Eco Fur,Donna,Colle Val D'Elsa,No,,45,15.35,29.65,3.07,
K-Way,"November 15, 2024",K-Way Peso Uomo (https://www.notion.so/K-Way-Peso-Uomo-48b979b98fe84496b9787c28cffe5293?pvs=21),Bluette,L,K-Way,Uomo,Colle Val D'Elsa,No,,35,20.05,14.95,1.670833333333,
Gilet Invernali,"November 15, 2024",Fly Gilet Shine (https://www.notion.so/Fly-Gilet-Shine-138f56f3c32b809486cec2b512f42a25?pvs=21),Nero,L,Gilet,Donna,Colle Val D'Elsa,No,,75,42.25,32.75,1.69,
100g,"November 16, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Bianco,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Pistacchio,M,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Fucsia,M,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Blu,XL,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
100g,"November 16, 2024",Stock (https://www.notion.so/Stock-115f56f3c32b803aa8fcc14ce3dd80aa?pvs=21),Blu,54,100G,Donna,Scandicci,No,,35,18.05,16.95,1.805,
Eco Pelliccia,"November 16, 2024",Eco Fur STK Corta (https://www.notion.so/Eco-Fur-STK-Corta-144f56f3c32b8057ab4cdb6eec5c87ef?pvs=21),Nero,M,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 16, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,38,Eco Fur,Donna,Scandicci,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 16, 2024",Eco Fur STK CF bott (https://www.notion.so/Eco-Fur-STK-CF-bott-141f56f3c32b809680b8f712b547e81d?pvs=21),Bianco,46,Eco Fur,Donna,Scandicci,No,,55,17.65,37.35,3.53,
Eco Pelliccia,"November 16, 2024",Eco Fur Low CF (https://www.notion.so/Eco-Fur-Low-CF-141f56f3c32b80449ddfc02aefed79be?pvs=21),Marrone,M,Eco Fur,Donna,Scandicci,No,,35,13.05,21.95,2.61,
Neoprene,"November 16, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Nero,2XL,Neoprene,Donna,Scandicci,No,,75,49.25,25.75,1.5390625,
Neoprene,"November 16, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,M,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 16, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Nero,S,Neoprene,Donna,Scandicci,No,,65,39.95,25.05,1.598,
Neoprene,"November 16, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,S,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 16, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,S,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 16, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Bianco,S,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 16, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Verde,M,Neoprene,Donna,Scandicci,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 16, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,49,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,
Neoprene,"November 16, 2024",Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21),Pistacchio,S,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,
Neoprene,"November 16, 2024",Neoprene Lungo Fly (https://www.notion.so/Neoprene-Lungo-Fly-138f56f3c32b80a5884df86c3cbb20ae?pvs=21),Pistacchio,2XL,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,
Gilet,"November 16, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Nero,XL,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Gilet,"November 16, 2024",Gilet CS (https://www.notion.so/Gilet-CS-194026f80de84746ab097ff8b1bd4a21?pvs=21),Beige,XL,Gilet,Donna,Scandicci,No,,25,15.75,9.25,1.575,
Spolverini,"November 16, 2024",K25 Rov (https://www.notion.so/K25-Rov-115f56f3c32b80f2ba58c513cbc40dc8?pvs=21),Blu,52,Spolverini,Unisex,Scandicci,No,,25,15.75,9.25,1.575,
100g,"November 16, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,L,100G,Donna,Scandicci,No,,45,29.35,15.65,1.544736842105,
K-Way,"November 16, 2024",K-Way Peso Corto (https://www.notion.so/K-Way-Peso-Corto-9bdc95352b494f0d92258347c11853d1?pvs=21),Nero,S,K-Way,Donna,Scandicci,No,,55,30.65,24.35,1.702777777778,
100g,"November 18, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Piombo,54,100G,Donna,Cure,No,,55,34.65,20.35,1.575,
100g,"November 18, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Cipolla,50,100G,Donna,Cure,No,,55,34.65,20.35,1.575,
100g,"November 18, 2024",HeD CS Plus (https://www.notion.so/HeD-CS-Plus-591d14c6e4834b398952642f11b0a12d?pvs=21),Blu,XL,100G,Donna,Cure,No,,55,34.65,20.35,1.575,
Neoprene,"November 18, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Fragola,2XL,Neoprene,Donna,Cure,No,,65,39.95,25.05,1.598,
Gilet Invernali,"November 18, 2024",Fly Gilet Bottone (https://www.notion.so/Fly-Gilet-Bottone-138f56f3c32b806da7c2c4e748bfa028?pvs=21),Grigio,M,Gilet,Donna,Cure,No,,75,42.25,32.75,1.69,
Gilet,"November 18, 2024",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Blu,M,Gilet,Uomo,Cure,No,,25,16.25,8.75,1.547619047619,
Gilet,"November 18, 2024",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Blu,L,Gilet,Uomo,Cure,No,,25,16.25,8.75,1.547619047619,
Gilet,"November 18, 2024",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Verde,L,Gilet,Uomo,Cure,No,,25,16.25,8.75,1.547619047619,
Gilet,"November 18, 2024",Gilet Uomo (https://www.notion.so/Gilet-Uomo-12926fe15a294a75a5f174f080d566a4?pvs=21),Nero,L,Gilet,Uomo,Cure,No,,25,16.25,8.75,1.547619047619,
100g,"November 19, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,50,100G,Donna,Campo di Marte,No,,45,30.35,14.65,1.5175,
100g,"November 19, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,52,100G,Donna,Campo di Marte,No,,45,30.35,14.65,1.5175,
100g,"November 19, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,56,100G,Donna,Campo di Marte,No,,45,30.35,14.65,1.5175,
100g,"November 19, 2024",Fly CS 2 (https://www.notion.so/Fly-CS-2-11ef56f3c32b802b8d8fd5039562a991?pvs=21),Bianco,XL,100G,Donna,Campo di Marte,No,,45,29.35,15.65,1.544736842105,
Eco Pelliccia,"November 19, 2024",Eco Fur STK Corta (https://www.notion.so/Eco-Fur-STK-Corta-144f56f3c32b8057ab4cdb6eec5c87ef?pvs=21),Blu,M,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 19, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Blu,M,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 19, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Marrone,S,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 19, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Marrone,M,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 19, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Bianco,2XL,Eco Fur,Donna,Campo di Marte,No,,45,15.35,29.65,3.07,
Eco Pelliccia,"November 19, 2024",Eco Fur STK CF bott (https://www.notion.so/Eco-Fur-STK-CF-bott-141f56f3c32b809680b8f712b547e81d?pvs=21),Grigio,L,Eco Fur,Donna,Campo di Marte,No,,55,17.65,37.35,3.53,
Impermeabili,"November 19, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Bianco,S,Impermeabili,Donna,Campo di Marte,No,,85,47.55,37.45,1.698214285714,
Pelle Barone,"November 19, 2024",Pelle Chiodo Donna (https://www.notion.so/Pelle-Chiodo-Donna-115f56f3c32b80a49a9dc3a864003fe1?pvs=21),Nero,2XL,Pelle,Donna,Campo di Marte,No,29,230,157.9,72.1,1.50380952381,
Neoprene,"November 19, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,L,Neoprene,Donna,Campo di Marte,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 19, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,XL,Neoprene,Donna,Campo di Marte,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 19, 2024",Neoprene Scii Rov. (https://www.notion.so/Neoprene-Scii-Rov-144f56f3c32b80d0a5a7efcd1153dc8e?pvs=21),Bianco,L,Neoprene,Donna,Campo di Marte,No,,75,45.25,29.75,1.616071428571,
100g,"November 20, 2024",HeD Chanel (https://www.notion.so/HeD-Chanel-82fa229e61c74f8b9ea5ce9c4dc357c4?pvs=21),Blu,50,100G,Donna,Siena,No,,35,23.05,11.95,1.536666666667,
100g,"November 20, 2024",Uomo Easy CF (https://www.notion.so/Uomo-Easy-CF-115f56f3c32b8013bcade13091e5b47b?pvs=21),Blu,L,100G,Uomo,Siena,No,,35,13.05,21.95,2.61,
100g,"November 20, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,54,100G,Donna,Siena,No,,45,30.35,14.65,1.5175,
100g,"November 20, 2024",Uomo Easy (https://www.notion.so/Uomo-Easy-115f56f3c32b8023a932cce9ee960e0c?pvs=21),Blu,L,100G,Uomo,Siena,No,,35,13.05,21.95,2.61,
100g,"November 20, 2024",Fly CS (https://www.notion.so/Fly-CS-118f56f3c32b80729618f752e76fb7ec?pvs=21),Celeste,2XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"November 20, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,S,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"November 20, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Nero,3XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
100g,"November 20, 2024",Neoprene Light 1 MID (https://www.notion.so/Neoprene-Light-1-MID-115f56f3c32b80cb9651e63291e98367?pvs=21),Bianco,3XL,100G,Donna,Siena,No,,45,29.35,15.65,1.544736842105,
Neoprene,"November 20, 2024",Neoprene Lungo Middle (https://www.notion.so/Neoprene-Lungo-Middle-13af56f3c32b8031bf7df75d0583bfc2?pvs=21),Blu,M,Neoprene,Donna,Siena,No,,75,47.25,27.75,1.575,
Neoprene,"November 20, 2024",Neoprene Lungo Middle (https://www.notion.so/Neoprene-Lungo-Middle-13af56f3c32b8031bf7df75d0583bfc2?pvs=21),Nero,L,Neoprene,Donna,Siena,No,,75,47.25,27.75,1.575,
Neoprene,"November 20, 2024",Neoprene Corto IS Pelo (https://www.notion.so/Neoprene-Corto-IS-Pelo-138f56f3c32b80208f62db90ba6c1db2?pvs=21),Nero,M,Neoprene,Donna,Siena,No,,75,49.25,25.75,1.5390625,
Neoprene,"November 20, 2024",Neoprene Scii (https://www.notion.so/Neoprene-Scii-117f56f3c32b808e9eeafe57767452ec?pvs=21),Bianco,M,Neoprene,Donna,Siena,No,,65,34.95,30.05,1.7475,
K-Way,"November 20, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Blu,2XL,K-Way,Donna,Siena,No,,65,36.95,28.05,1.679545454545,
Eco Pelliccia,"November 20, 2024",Eco Fur STK Lunga (https://www.notion.so/Eco-Fur-STK-Lunga-13ef56f3c32b80378c74f074d8b41689?pvs=21),Nero,2XL,Eco Fur,Donna,Siena,No,,45,15.35,29.65,3.07,
Piumino,"November 20, 2024",Piuma Lungo Zip (https://www.notion.so/Piuma-Lungo-Zip-fe0c9536b9154efab0c7ba41afd5b6ea?pvs=21),Petrolio,2XL,Piumino,Donna,Siena,No,,85,49.55,35.45,1.651666666667,
Impermeabili,"November 22, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde,S,Impermeabili,Donna,Colle Val D'Elsa,No,,85,47.55,37.45,1.698214285714,
Impermeabili,"November 22, 2024",85 Peso (https://www.notion.so/85-Peso-115f56f3c32b8018b72bf77aa5407c14?pvs=21),Verde,L,Impermeabili,Donna,Colle Val D'Elsa,No,,85,47.55,37.45,1.698214285714,
Neoprene,"November 22, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Nero,L,Neoprene,Donna,Colle Val D'Elsa,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 22, 2024",Neoprene Lungo CS Rov. (https://www.notion.so/Neoprene-Lungo-CS-Rov-115f56f3c32b8040bccff51855b071d2?pvs=21),Verde,L,Neoprene,Donna,Colle Val D'Elsa,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 22, 2024",Neoprene Corto IS (https://www.notion.so/Neoprene-Corto-IS-117f56f3c32b8022bd9dcac86ea5d10c?pvs=21),Nero,L,Neoprene,Donna,Colle Val D'Elsa,No,,75,45.25,29.75,1.616071428571,
Neoprene,"November 22, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Nero,S,Neoprene,Donna,Colle Val D'Elsa,No,,65,39.95,25.05,1.598,
Neoprene,"November 22, 2024",Neoprene Corto Fly (https://www.notion.so/Neoprene-Corto-Fly-11ef56f3c32b809a8b3ef8ea4071a00c?pvs=21),Fragola,M,Neoprene,Donna,Colle Val D'Elsa,No,,65,39.95,25.05,1.598,
K-Way,"November 22, 2024",K-Way Peso Lungo (https://www.notion.so/K-Way-Peso-Lungo-1cc1df5fab6a4ce6b6e1ab92b6cfdf89?pvs=21),Blu,M,K-Way,Donna,Colle Val D'Elsa,No,,65,36.95,28.05,1.679545454545,
100g,"November 23, 2024",HeD CS (https://www.notion.so/HeD-CS-91150e24a1654403b3abdb417bddeeca?pvs=21),Petrolio,56,100G,Donna,Scandicci,No,,45,30.35,14.65,1.5175,
100g,"November 23, 2024",Uomo Bomber (https://www.notion.so/Uomo-Bomber-13ef56f3c32b8041af75ccbc991b348c?pvs=21),Nero,L,100G,Uomo,Scandicci,No,,35,13.05,21.95,2.61,
Gilet,"November 23, 2024",Gilet Plus (https://www.notion.so/Gilet-Plus-05bc7eaacdca4102880be1dde048cc44?pvs=21),Rosa,50,100G,Donna,Scandicci,No,,30,18.9,11.1,1.575,
Neoprene,"November 23, 2024",Neoprene Lungo IS (https://www.notion.so/Neoprene-Lungo-IS-115f56f3c32b80639e13f56076072178?pvs=21),Nero,47,Neoprene,Donna,Scandicci,No,,85,51.55,33.45,1.6109375,
Neoprene,"November 23, 2024",Neoprene Lungo Middle (https://www.notion.so/Neoprene-Lungo-Middle-13af56f3c32b8031bf7df75d0583bfc2?pvs=21),Blu,3XL,Neoprene,Donna,Scandicci,No,,75,47.25,27.75,1.575,
